Lemma,Rank,SFI,U
yum,,"38,254","0,67"
godly,,"38,254","0,67"
polyphonic,,"38,253","0,67"
forecourt,,"38,252","0,67"
dapper,,"38,252","0,67"
apolitical,,"38,251","0,67"
rumple,,"38,251","0,67"
undeterred,,"38,250","0,67"
greenish,,"38,250","0,67"
outrun,,"38,250","0,67"
colonnade,,"38,249","0,67"
outmode,,"38,249","0,67"
retrenchment,,"38,249","0,67"
collude,,"38,246","0,67"
scoot,,"38,246","0,67"
misstep,,"38,246","0,67"
presumptuous,,"38,246","0,67"
earthenware,,"38,244","0,67"
hubbub,,"38,242","0,67"
powerlessness,,"38,242","0,67"
slosh,,"38,241","0,67"
determiner,,"38,240","0,67"
tannin,,"38,239","0,67"
dissipation,,"38,239","0,67"
doggedly,,"38,239","0,67"
pyramidal,,"38,237","0,67"
gaiety,,"38,236","0,67"
toolkit,,"38,236","0,67"
grovel,,"38,236","0,67"
retriever,,"38,235","0,67"
sequencer,,"38,235","0,67"
aspirate,,"38,233","0,67"
indescribable,,"38,232","0,67"
clockwork,,"38,232","0,67"
interpose,,"38,232","0,67"
jasmine,,"38,231","0,67"
unbridle,,"38,230","0,67"
landfall,,"38,229","0,67"
armistice,,"38,228","0,66"
playboy,,"38,227","0,66"
tawdry,,"38,226","0,66"
hotbed,,"38,225","0,66"
rationalism,,"38,225","0,66"
shire,,"38,224","0,66"
colonoscopy,,"38,223","0,66"
psychopath,,"38,221","0,66"
romantically,,"38,221","0,66"
hotdog,,"38,221","0,66"
diachronic,,"38,220","0,66"
constitutive,,"38,220","0,66"
chasten,,"38,220","0,66"
jittery,,"38,219","0,66"
unholy,,"38,219","0,66"
extrusion,,"38,218","0,66"
gaily,,"38,218","0,66"
hangout,,"38,217","0,66"
retaliatory,,"38,217","0,66"
meekly,,"38,217","0,66"
banality,,"38,216","0,66"
telltale,,"38,216","0,66"
romanticize,,"38,216","0,66"
supremacist,,"38,213","0,66"
terra,,"38,211","0,66"
psychoanalyst,,"38,211","0,66"
scanty,,"38,211","0,66"
usability,,"38,210","0,66"
dimple,,"38,210","0,66"
prostrate,,"38,208","0,66"
toothache,,"38,206","0,66"
stepson,,"38,206","0,66"
broadside,,"38,206","0,66"
revue,,"38,205","0,66"
crucible,,"38,203","0,66"
unpopularity,,"38,203","0,66"
corporatist,,"38,203","0,66"
yam,,"38,202","0,66"
contemptuously,,"38,202","0,66"
marinate,,"38,200","0,66"
dualism,,"38,199","0,66"
bandy,,"38,197","0,66"
awning,,"38,195","0,66"
masturbate,,"38,194","0,66"
ejection,,"38,193","0,66"
handball,,"38,193","0,66"
conservatively,,"38,192","0,66"
unkempt,,"38,191","0,66"
inattention,,"38,191","0,66"
quantitatively,,"38,191","0,66"
proclivity,,"38,190","0,66"
privation,,"38,190","0,66"
vegetative,,"38,190","0,66"
willpower,,"38,190","0,66"
unroll,,"38,188","0,66"
fledge,,"38,188","0,66"
auspicious,,"38,186","0,66"
synaptic,,"38,186","0,66"
sameness,,"38,186","0,66"
barbarism,,"38,184","0,66"
separatism,,"38,184","0,66"
inhumane,,"38,182","0,66"
deferential,,"38,181","0,66"
cichlid,,"38,181","0,66"
indoctrination,,"38,177","0,66"
fucker,,"38,177","0,66"
toenail,,"38,176","0,66"
southerner,,"38,176","0,66"
leper,,"38,176","0,66"
bulldog,,"38,175","0,66"
cranny,,"38,175","0,66"
cacophony,,"38,174","0,66"
proscribe,,"38,174","0,66"
rejoinder,,"38,174","0,66"
harmonica,,"38,174","0,66"
truancy,,"38,174","0,66"
slurp,,"38,173","0,66"
bleacher,,"38,173","0,66"
circumspect,,"38,172","0,66"
glum,,"38,172","0,66"
allergen,,"38,172","0,66"
prong,,"38,171","0,66"
serpentine,,"38,171","0,66"
imperious,,"38,171","0,66"
fob,,"38,170","0,66"
flaky,,"38,170","0,66"
mailer,,"38,170","0,66"
backseat,,"38,169","0,66"
magnum,,"38,168","0,66"
prim,,"38,168","0,66"
wale,,"38,167","0,66"
differentially,,"38,167","0,66"
impersonate,,"38,167","0,66"
retroactive,,"38,166","0,66"
hyacinth,,"38,165","0,66"
metabolite,,"38,164","0,66"
shortness,,"38,164","0,66"
jiggle,,"38,163","0,66"
saxophonist,,"38,163","0,66"
thermodynamic,,"38,163","0,66"
cornea,,"38,161","0,65"
fritter,,"38,158","0,65"
eta,,"38,156","0,65"
sunlit,,"38,156","0,65"
wickedness,,"38,155","0,65"
toffee,,"38,155","0,65"
toleration,,"38,154","0,65"
totalitarianism,,"38,154","0,65"
typhoid,,"38,152","0,65"
functionary,,"38,152","0,65"
unfocused,,"38,151","0,65"
understudy,,"38,149","0,65"
carousel,,"38,149","0,65"
perky,,"38,149","0,65"
humanize,,"38,149","0,65"
audiovisual,,"38,145","0,65"
propound,,"38,145","0,65"
axiomatic,,"38,145","0,65"
standalone,,"38,144","0,65"
exploitative,,"38,141","0,65"
rationalist,,"38,141","0,65"
runny,,"38,141","0,65"
newlywed,,"38,140","0,65"
offside,,"38,139","0,65"
parry,,"38,138","0,65"
soulless,,"38,137","0,65"
behemoth,,"38,136","0,65"
vestry,,"38,135","0,65"
deconstruct,,"38,135","0,65"
misdirect,,"38,134","0,65"
neuroscientist,,"38,134","0,65"
welter,,"38,133","0,65"
goer,,"38,132","0,65"
handily,,"38,131","0,65"
kickoff,,"38,131","0,65"
franchisee,,"38,130","0,65"
charmingly,,"38,127","0,65"
phonetics,,"38,127","0,65"
insignificance,,"38,126","0,65"
gizmo,,"38,125","0,65"
cheerfulness,,"38,123","0,65"
haulage,,"38,123","0,65"
artfully,,"38,121","0,65"
attaché,,"38,121","0,65"
burgle,,"38,121","0,65"
pushchair,,"38,120","0,65"
waterlog,,"38,119","0,65"
conspiratorial,,"38,119","0,65"
depository,,"38,119","0,65"
vaunted,,"38,118","0,65"
uninitiated,,"38,116","0,65"
septic,,"38,116","0,65"
hysterectomy,,"38,116","0,65"
herbaceous,,"38,116","0,65"
bib,,"38,116","0,65"
chargeable,,"38,115","0,65"
peseta,,"38,115","0,65"
opinionated,,"38,114","0,65"
midland,,"38,112","0,65"
balmy,,"38,112","0,65"
bootstrap,,"38,112","0,65"
attentional,,"38,110","0,65"
aqueduct,,"38,109","0,65"
grainy,,"38,108","0,65"
esophageal,,"38,107","0,65"
unguarded,,"38,103","0,65"
overshoot,,"38,102","0,65"
foolproof,,"38,099","0,65"
hooray,,"38,099","0,65"
detachable,,"38,099","0,65"
stockist,,"38,098","0,65"
convergent,,"38,098","0,65"
gridlock,,"38,098","0,65"
wile,,"38,098","0,65"
soma,,"38,097","0,65"
rankle,,"38,096","0,64"
preexist,,"38,095","0,64"
commendation,,"38,094","0,64"
unwary,,"38,093","0,64"
earnestness,,"38,092","0,64"
dyadic,,"38,090","0,64"
stubbornness,,"38,090","0,64"
irrationality,,"38,089","0,64"
lintel,,"38,087","0,64"
chink,,"38,086","0,64"
ardor,,"38,086","0,64"
belle,,"38,086","0,64"
professorship,,"38,085","0,64"
apace,,"38,083","0,64"
unsupervised,,"38,082","0,64"
saintly,,"38,080","0,64"
auteur,,"38,079","0,64"
economize,,"38,079","0,64"
seashore,,"38,079","0,64"
lather,,"38,079","0,64"
stonework,,"38,078","0,64"
steed,,"38,077","0,64"
gob,,"38,076","0,64"
doodle,,"38,076","0,64"
angina,,"38,073","0,64"
programmatic,,"38,073","0,64"
begrudge,,"38,072","0,64"
underpants,,"38,071","0,64"
miniseries,,"38,071","0,64"
wherewithal,,"38,071","0,64"
imperfectly,,"38,071","0,64"
scoundrel,,"38,069","0,64"
rapprochement,,"38,069","0,64"
postmaster,,"38,068","0,64"
meteorology,,"38,068","0,64"
repudiation,,"38,064","0,64"
toothpick,,"38,064","0,64"
tungsten,,"38,063","0,64"
turbo,,"38,062","0,64"
aster,,"38,062","0,64"
topless,,"38,062","0,64"
wildflower,,"38,061","0,64"
encrust,,"38,061","0,64"
halftime,,"38,060","0,64"
ballgame,,"38,059","0,64"
environmentalism,,"38,058","0,64"
emaciate,,"38,058","0,64"
moviegoer,,"38,058","0,64"
pathetically,,"38,057","0,64"
raindrop,,"38,057","0,64"
outlast,,"38,057","0,64"
reprehensible,,"38,056","0,64"
superhuman,,"38,054","0,64"
delimit,,"38,054","0,64"
upholster,,"38,054","0,64"
duchess,,"38,054","0,64"
consular,,"38,053","0,64"
octagonal,,"38,052","0,64"
unattached,,"38,052","0,64"
magnolia,,"38,052","0,64"
bulldoze,,"38,052","0,64"
authoritarianism,,"38,051","0,64"
ulceration,,"38,049","0,64"
baronet,,"38,049","0,64"
specialism,,"38,048","0,64"
countervail,,"38,048","0,64"
rueful,,"38,048","0,64"
teak,,"38,047","0,64"
impale,,"38,047","0,64"
parametric,,"38,045","0,64"
postmodernism,,"38,044","0,64"
dereliction,,"38,044","0,64"
restatement,,"38,043","0,64"
thrifty,,"38,043","0,64"
hyperlink,,"38,042","0,64"
tapa,,"38,042","0,64"
superstructure,,"38,042","0,64"
irreparable,,"38,042","0,64"
hereabout,,"38,041","0,64"
omega,,"38,041","0,64"
racehorse,,"38,040","0,64"
smallish,,"38,040","0,64"
hominid,,"38,039","0,64"
follicular,,"38,039","0,64"
scriptural,,"38,038","0,64"
python,,"38,038","0,64"
innkeeper,,"38,037","0,64"
hazelnut,,"38,036","0,64"
ceaseless,,"38,036","0,64"
stasis,,"38,036","0,64"
towpath,,"38,036","0,64"
hauler,,"38,034","0,64"
marshland,,"38,032","0,64"
creole,,"38,032","0,64"
regionalism,,"38,030","0,64"
coupe,,"38,029","0,64"
sidle,,"38,029","0,64"
warbler,,"38,029","0,64"
disenchant,,"38,028","0,64"
banknote,,"38,028","0,63"
slush,,"38,027","0,63"
teacup,,"38,027","0,63"
peacemaker,,"38,027","0,63"
unbearably,,"38,025","0,63"
impracticable,,"38,025","0,63"
radiologist,,"38,025","0,63"
mulberry,,"38,024","0,63"
sailboat,,"38,024","0,63"
trounce,,"38,024","0,63"
elongation,,"38,024","0,63"
uninvited,,"38,023","0,63"
sideshow,,"38,023","0,63"
peppermint,,"38,022","0,63"
unabashed,,"38,021","0,63"
randomness,,"38,021","0,63"
curvilinear,,"38,020","0,63"
honeycomb,,"38,019","0,63"
whiten,,"38,019","0,63"
overcharge,,"38,019","0,63"
promiscuity,,"38,018","0,63"
blotch,,"38,018","0,63"
encyclopedic,,"38,018","0,63"
mallet,,"38,018","0,63"
retool,,"38,017","0,63"
adrenal,,"38,016","0,63"
garter,,"38,015","0,63"
servitude,,"38,013","0,63"
exclusionary,,"38,012","0,63"
bromide,,"38,011","0,63"
weirdo,,"38,010","0,63"
irresponsibility,,"38,010","0,63"
verdant,,"38,010","0,63"
barrio,,"38,006","0,63"
planar,,"38,005","0,63"
iodide,,"38,003","0,63"
vendetta,,"38,003","0,63"
infraction,,"38,002","0,63"
riches,,"38,002","0,63"
showpiece,,"38,002","0,63"
exhaustively,,"38,000","0,63"
estrangement,,"38,000","0,63"
leasehold,,"38,000","0,63"
reclusive,,"37,999","0,63"
unrepentant,,"37,997","0,63"
religiosity,,"37,997","0,63"
toggle,,"37,997","0,63"
unflattering,,"37,997","0,63"
infinitesimal,,"37,996","0,63"
spatula,,"37,996","0,63"
flotilla,,"37,996","0,63"
pasty,,"37,995","0,63"
faucet,,"37,994","0,63"
panther,,"37,993","0,63"
mainline,,"37,992","0,63"
anesthetize,,"37,990","0,63"
disequilibrium,,"37,990","0,63"
homonym,,"37,989","0,63"
bibliographical,,"37,988","0,63"
knitwear,,"37,988","0,63"
meridian,,"37,988","0,63"
lexicography,,"37,987","0,63"
backbencher,,"37,986","0,63"
overkill,,"37,986","0,63"
plaintive,,"37,985","0,63"
diphthong,,"37,985","0,63"
celluloid,,"37,984","0,63"
morphologically,,"37,982","0,63"
variegate,,"37,982","0,63"
jaunty,,"37,982","0,63"
fairytale,,"37,982","0,63"
postmark,,"37,980","0,63"
landless,,"37,979","0,63"
radish,,"37,979","0,63"
imp,,"37,978","0,63"
alveolar,,"37,978","0,63"
shrew,,"37,977","0,63"
ricochet,,"37,975","0,63"
earthwork,,"37,975","0,63"
homily,,"37,975","0,63"
unjustly,,"37,975","0,63"
contentedly,,"37,974","0,63"
personable,,"37,974","0,63"
senatorial,,"37,972","0,63"
subliminal,,"37,972","0,63"
chaff,,"37,972","0,63"
recompense,,"37,971","0,63"
whey,,"37,971","0,63"
redness,,"37,970","0,63"
hank,,"37,968","0,63"
healthful,,"37,967","0,63"
scion,,"37,966","0,63"
courgette,,"37,966","0,63"
barbershop,,"37,965","0,63"
kiwi,,"37,964","0,63"
ostensible,,"37,963","0,63"
unprofessional,,"37,961","0,63"
draftsman,,"37,961","0,63"
lithe,,"37,958","0,62"
diskette,,"37,958","0,62"
glitzy,,"37,957","0,62"
digress,,"37,956","0,62"
iffy,,"37,956","0,62"
ostentatious,,"37,955","0,62"
climactic,,"37,955","0,62"
prescient,,"37,954","0,62"
soapy,,"37,954","0,62"
unrestrained,,"37,953","0,62"
modicum,,"37,953","0,62"
immaculately,,"37,953","0,62"
mecca,,"37,953","0,62"
gunpoint,,"37,952","0,62"
yearlong,,"37,952","0,62"
trawler,,"37,951","0,62"
vicarage,,"37,951","0,62"
internet,,"37,949","0,62"
croissant,,"37,949","0,62"
ageism,,"37,947","0,62"
abominable,,"37,947","0,62"
earthling,,"37,945","0,62"
nonhuman,,"37,944","0,62"
unevenly,,"37,944","0,62"
implosion,,"37,944","0,62"
endpoint,,"37,943","0,62"
hexagonal,,"37,943","0,62"
hysterically,,"37,943","0,62"
fullback,,"37,942","0,62"
citrate,,"37,942","0,62"
uncommonly,,"37,940","0,62"
flunk,,"37,940","0,62"
cosmonaut,,"37,939","0,62"
atone,,"37,939","0,62"
reevaluate,,"37,939","0,62"
metamorphic,,"37,939","0,62"
subjectively,,"37,938","0,62"
saffron,,"37,938","0,62"
dynamical,,"37,936","0,62"
figurehead,,"37,935","0,62"
genealogical,,"37,934","0,62"
fielder,,"37,933","0,62"
debrief,,"37,933","0,62"
divinely,,"37,932","0,62"
millet,,"37,931","0,62"
snapper,,"37,930","0,62"
bookmaker,,"37,930","0,62"
benzene,,"37,930","0,62"
verifiable,,"37,929","0,62"
fructose,,"37,929","0,62"
salvo,,"37,929","0,62"
phosphorylation,,"37,929","0,62"
skimpy,,"37,928","0,62"
intransigence,,"37,928","0,62"
perilously,,"37,928","0,62"
protectorate,,"37,928","0,62"
profanity,,"37,928","0,62"
logarithm,,"37,927","0,62"
changer,,"37,926","0,62"
bairn,,"37,925","0,62"
tatty,,"37,925","0,62"
jealously,,"37,924","0,62"
propagandist,,"37,923","0,62"
blurry,,"37,923","0,62"
isotropic,,"37,923","0,62"
heartbroken,,"37,921","0,62"
artiste,,"37,921","0,62"
floss,,"37,920","0,62"
valuer,,"37,918","0,62"
oilfield,,"37,916","0,62"
holidaymaker,,"37,914","0,62"
diuretic,,"37,914","0,62"
blackjack,,"37,913","0,62"
transcendence,,"37,913","0,62"
jogger,,"37,911","0,62"
almanac,,"37,911","0,62"
toothless,,"37,910","0,62"
shamelessly,,"37,909","0,62"
historicism,,"37,909","0,62"
changeover,,"37,907","0,62"
surrealist,,"37,907","0,62"
jazzy,,"37,906","0,62"
ungainly,,"37,906","0,62"
impassable,,"37,906","0,62"
indefatigable,,"37,906","0,62"
incise,,"37,905","0,62"
frisson,,"37,904","0,62"
brainy,,"37,904","0,62"
discoverer,,"37,903","0,62"
heckle,,"37,902","0,62"
modulus,,"37,902","0,62"
meme,,"37,901","0,62"
blustery,,"37,901","0,62"
disavow,,"37,900","0,62"
unperturbed,,"37,900","0,62"
lair,,"37,899","0,62"
disaffection,,"37,898","0,62"
replant,,"37,898","0,62"
rambler,,"37,898","0,62"
premonition,,"37,896","0,62"
copse,,"37,896","0,62"
swordfish,,"37,895","0,62"
decoder,,"37,895","0,62"
forgetful,,"37,895","0,62"
parallelism,,"37,894","0,62"
flamingo,,"37,893","0,62"
quill,,"37,893","0,62"
regretfully,,"37,893","0,62"
innards,,"37,892","0,62"
vulgarity,,"37,891","0,62"
beachfront,,"37,890","0,62"
deadpan,,"37,888","0,61"
lacy,,"37,887","0,61"
secularist,,"37,886","0,61"
heretical,,"37,885","0,61"
grandly,,"37,885","0,61"
spillover,,"37,884","0,61"
harpsichord,,"37,884","0,61"
pragmatically,,"37,884","0,61"
arthropod,,"37,884","0,61"
urbane,,"37,883","0,61"
distantly,,"37,883","0,61"
corona,,"37,881","0,61"
inexhaustible,,"37,881","0,61"
concierge,,"37,880","0,61"
earphone,,"37,879","0,61"
spiteful,,"37,878","0,61"
suss,,"37,878","0,61"
flipper,,"37,878","0,61"
lessor,,"37,877","0,61"
titillate,,"37,876","0,61"
unscientific,,"37,876","0,61"
showman,,"37,876","0,61"
hobbit,,"37,876","0,61"
redolent,,"37,876","0,61"
rime,,"37,875","0,61"
chaser,,"37,874","0,61"
framer,,"37,874","0,61"
culpable,,"37,874","0,61"
provisionally,,"37,874","0,61"
sewerage,,"37,871","0,61"
escrow,,"37,870","0,61"
crisply,,"37,870","0,61"
consummation,,"37,868","0,61"
javelin,,"37,868","0,61"
unfathomable,,"37,868","0,61"
airfare,,"37,868","0,61"
monogamous,,"37,868","0,61"
curt,,"37,867","0,61"
scud,,"37,866","0,61"
morass,,"37,865","0,61"
unsubstantiated,,"37,865","0,61"
salamander,,"37,864","0,61"
jubilee,,"37,864","0,61"
tabular,,"37,863","0,61"
interjection,,"37,863","0,61"
enforcer,,"37,862","0,61"
forewarn,,"37,862","0,61"
omniscient,,"37,862","0,61"
undamaged,,"37,861","0,61"
retrofit,,"37,861","0,61"
despondent,,"37,860","0,61"
glib,,"37,860","0,61"
epidural,,"37,859","0,61"
funder,,"37,859","0,61"
plankton,,"37,859","0,61"
undated,,"37,859","0,61"
synergistic,,"37,858","0,61"
predominately,,"37,857","0,61"
delirious,,"37,857","0,61"
committal,,"37,857","0,61"
cobra,,"37,856","0,61"
vivacious,,"37,856","0,61"
bookmark,,"37,855","0,61"
carat,,"37,854","0,61"
oldie,,"37,853","0,61"
homeownership,,"37,851","0,61"
menstruation,,"37,847","0,61"
fireside,,"37,847","0,61"
repossess,,"37,846","0,61"
spaniel,,"37,845","0,61"
restaurateur,,"37,845","0,61"
inferno,,"37,844","0,61"
bulkhead,,"37,844","0,61"
ebullient,,"37,844","0,61"
waveform,,"37,843","0,61"
porpoise,,"37,843","0,61"
encumber,,"37,843","0,61"
whitewater,,"37,841","0,61"
lateness,,"37,841","0,61"
lop,,"37,840","0,61"
teaser,,"37,837","0,61"
phenomenology,,"37,837","0,61"
narcissism,,"37,837","0,61"
renunciation,,"37,836","0,61"
alphabetically,,"37,835","0,61"
archery,,"37,835","0,61"
bimbo,,"37,835","0,61"
padre,,"37,835","0,61"
daub,,"37,834","0,61"
sanitize,,"37,832","0,61"
prejudicial,,"37,832","0,61"
veneration,,"37,832","0,61"
rapt,,"37,831","0,61"
outbound,,"37,831","0,61"
unrecognizable,,"37,829","0,61"
morose,,"37,828","0,61"
coterie,,"37,826","0,61"
prodigal,,"37,825","0,61"
circadian,,"37,823","0,61"
saboteur,,"37,823","0,61"
lustrous,,"37,822","0,61"
tyrannical,,"37,821","0,61"
ruminate,,"37,817","0,60"
presentable,,"37,815","0,60"
corroboration,,"37,814","0,60"
capitulation,,"37,814","0,60"
diatom,,"37,812","0,60"
wank,,"37,812","0,60"
unknowingly,,"37,812","0,60"
dragonfly,,"37,811","0,60"
cathode,,"37,810","0,60"
unpleasantness,,"37,810","0,60"
truant,,"37,810","0,60"
coachman,,"37,809","0,60"
gradation,,"37,808","0,60"
playfulness,,"37,807","0,60"
unaffiliated,,"37,806","0,60"
refutation,,"37,806","0,60"
interactivity,,"37,805","0,60"
joiner,,"37,805","0,60"
augur,,"37,805","0,60"
enumeration,,"37,804","0,60"
copycat,,"37,804","0,60"
epidemiologist,,"37,803","0,60"
affordability,,"37,803","0,60"
overlord,,"37,803","0,60"
deservedly,,"37,802","0,60"
undeclared,,"37,802","0,60"
kimono,,"37,802","0,60"
lute,,"37,802","0,60"
crinkle,,"37,800","0,60"
decibel,,"37,799","0,60"
newsgroup,,"37,799","0,60"
easement,,"37,799","0,60"
buster,,"37,798","0,60"
coronal,,"37,797","0,60"
bicep,,"37,797","0,60"
illegitimacy,,"37,796","0,60"
slider,,"37,796","0,60"
transparently,,"37,795","0,60"
quickness,,"37,795","0,60"
togetherness,,"37,792","0,60"
augmentation,,"37,790","0,60"
unwashed,,"37,789","0,60"
immaturity,,"37,789","0,60"
delectable,,"37,788","0,60"
raiser,,"37,787","0,60"
pointy,,"37,786","0,60"
treatable,,"37,786","0,60"
sellout,,"37,786","0,60"
wrack,,"37,785","0,60"
tactfully,,"37,785","0,60"
ferociously,,"37,783","0,60"
docket,,"37,783","0,60"
dicey,,"37,782","0,60"
helpline,,"37,780","0,60"
dapple,,"37,780","0,60"
sweeper,,"37,780","0,60"
stubby,,"37,778","0,60"
studious,,"37,778","0,60"
hyper,,"37,778","0,60"
altarpiece,,"37,777","0,60"
narcissistic,,"37,776","0,60"
passer,,"37,775","0,60"
jovial,,"37,775","0,60"
typographical,,"37,774","0,60"
incitement,,"37,774","0,60"
rebalance,,"37,773","0,60"
ruthlessness,,"37,772","0,60"
quantifier,,"37,771","0,60"
randy,,"37,770","0,60"
infighting,,"37,770","0,60"
permeable,,"37,769","0,60"
numbness,,"37,769","0,60"
dipole,,"37,768","0,60"
expendable,,"37,768","0,60"
sequestration,,"37,767","0,60"
deceitful,,"37,765","0,60"
functionalist,,"37,765","0,60"
stoic,,"37,764","0,60"
cornerback,,"37,763","0,60"
disrepair,,"37,762","0,60"
husk,,"37,759","0,60"
singe,,"37,757","0,60"
metastatic,,"37,757","0,60"
uncertainly,,"37,756","0,60"
marzipan,,"37,756","0,60"
refectory,,"37,755","0,60"
bison,,"37,755","0,60"
complementarity,,"37,753","0,60"
leery,,"37,752","0,60"
maraud,,"37,752","0,60"
oedema,,"37,752","0,60"
regenerative,,"37,751","0,60"
lewd,,"37,750","0,60"
revitalization,,"37,750","0,60"
savannah,,"37,748","0,60"
goon,,"37,748","0,60"
deserter,,"37,748","0,60"
expository,,"37,748","0,60"
whinge,,"37,748","0,60"
thrall,,"37,747","0,60"
studiously,,"37,747","0,60"
firstborn,,"37,747","0,60"
carrion,,"37,746","0,60"
enlistment,,"37,746","0,60"
swindle,,"37,745","0,60"
gatehouse,,"37,745","0,60"
perpetuity,,"37,745","0,59"
minimalism,,"37,744","0,59"
whoosh,,"37,744","0,59"
foible,,"37,743","0,59"
aunty,,"37,743","0,59"
curative,,"37,743","0,59"
seasonally,,"37,743","0,59"
imperceptibly,,"37,742","0,59"
freelancer,,"37,741","0,59"
burrito,,"37,741","0,59"
novella,,"37,740","0,59"
bishopric,,"37,740","0,59"
banger,,"37,739","0,59"
nervosa,,"37,738","0,59"
clime,,"37,737","0,59"
germane,,"37,737","0,59"
plenary,,"37,736","0,59"
wispy,,"37,735","0,59"
balustrade,,"37,733","0,59"
radiology,,"37,732","0,59"
unlawfully,,"37,731","0,59"
deaden,,"37,731","0,59"
declassify,,"37,730","0,59"
undetectable,,"37,729","0,59"
amok,,"37,729","0,59"
slyly,,"37,729","0,59"
pupa,,"37,728","0,59"
indentation,,"37,728","0,59"
enabler,,"37,727","0,59"
imaginatively,,"37,727","0,59"
malady,,"37,727","0,59"
solemnity,,"37,726","0,59"
hydrothermal,,"37,726","0,59"
monstrosity,,"37,726","0,59"
synchronic,,"37,724","0,59"
vainly,,"37,722","0,59"
pimple,,"37,721","0,59"
determinate,,"37,721","0,59"
leapfrog,,"37,720","0,59"
groundless,,"37,720","0,59"
inalienable,,"37,720","0,59"
culpability,,"37,719","0,59"
multilevel,,"37,719","0,59"
definable,,"37,718","0,59"
tousle,,"37,717","0,59"
twiddle,,"37,717","0,59"
defrost,,"37,716","0,59"
inimitable,,"37,715","0,59"
replenishment,,"37,715","0,59"
amicably,,"37,714","0,59"
cellist,,"37,712","0,59"
monopolistic,,"37,712","0,59"
torturer,,"37,712","0,59"
convalescent,,"37,709","0,59"
drudgery,,"37,709","0,59"
verve,,"37,709","0,59"
virtuosity,,"37,708","0,59"
informality,,"37,708","0,59"
patriarchy,,"37,708","0,59"
lipoprotein,,"37,706","0,59"
bleat,,"37,706","0,59"
pizzeria,,"37,705","0,59"
impassive,,"37,705","0,59"
dais,,"37,705","0,59"
indestructible,,"37,705","0,59"
unsigned,,"37,704","0,59"
outbuilding,,"37,704","0,59"
bulletproof,,"37,703","0,59"
blubber,,"37,703","0,59"
theta,,"37,703","0,59"
roil,,"37,702","0,59"
abrasion,,"37,700","0,59"
macroeconomics,,"37,699","0,59"
pallid,,"37,697","0,59"
